customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment
0428-AXXLJ;No;25;One year;Bank transfer (automatic);19.5;No;> 2 anos;Automatico
2746-DIJLO;No;41;One year;Credit card (automatic);56.3;No;> 2 anos;Automatico
5955-ERIHD;No;18;Month-to-month;Electronic check;94.7;Yes;1-2 anos;Manual
0917-EZOLA;Yes;72;Two year;Bank transfer (automatic);104.15;Yes;> 2 anos;Automatico
3508-VLHCZ;No;71;Two year;Credit card (automatic);90.55;No;> 2 anos;Automatico
4086-ATNFV;No;34;One year;Mailed check;60.8;No;> 2 anos;Manual
0468-YRPXN;No;29;Month-to-month;Credit card (automatic);98.8;No;> 2 anos;Automatico
5996-NRVXR;Yes;40;One year;Credit card (automatic);98.15;No;> 2 anos;Automatico
3739-YBWAB;No;36;One year;Mailed check;35.35;No;> 2 anos;Manual
7047-FWEYA;No;46;One year;Electronic check;103.15;No;> 2 anos;Manual
2000-MPKCA;No;58;One year;Electronic check;107.75;No;> 2 anos;Manual
9762-YAQAA;No;39;One year;Credit card (automatic);81.4;No;> 2 anos;Automatico
5949-EBSQK;No;4;Month-to-month;Credit card (automatic);61.45;Yes;< 1 ano;Automatico
5473-KHBPS;No;52;One year;Credit card (automatic);95.7;No;> 2 anos;Automatico
0100-DUVFC;Yes;70;One year;Electronic check;104.8;No;> 2 anos;Manual
5397-TUPSH;Yes;65;One year;Bank transfer (automatic);70.95;No;> 2 anos;Automatico
8950-MTZNV;No;1;Month-to-month;Mailed check;44.95;No;< 1 ano;Manual
0326-VDYXE;No;70;One year;Electronic check;97.65;No;> 2 anos;Manual
6773-LQTVT;Yes;29;Month-to-month;Mailed check;35.65;No;> 2 anos;Manual
7274-RTAPZ;No;1;Month-to-month;Electronic check;90.55;Yes;< 1 ano;Manual
0436-TWFFZ;No;67;Two year;Mailed check;85.25;No;> 2 anos;Manual
8566-YPRGL;No;1;Month-to-month;Mailed check;19.5;No;< 1 ano;Manual
0311-UNPFF;No;26;Month-to-month;Bank transfer (automatic);88.8;Yes;> 2 anos;Automatico
6609-MXJHJ;No;30;Two year;Mailed check;25.1;No;> 2 anos;Manual
2669-OIDSD;No;48;Month-to-month;Credit card (automatic);100.05;No;> 2 anos;Automatico
8400-WZICQ;No;55;Month-to-month;Electronic check;55.7;No;> 2 anos;Manual
3834-XUIFC;No;7;Month-to-month;Mailed check;85.2;Yes;< 1 ano;Manual
9576-SYUHJ;No;37;Month-to-month;Electronic check;91.15;No;> 2 anos;Manual
0410-IPFTY;No;31;Month-to-month;Bank transfer (automatic);83.85;No;> 2 anos;Automatico
2831-EBWRN;No;4;Month-to-month;Electronic check;45.9;No;< 1 ano;Manual
9430-NKQLY;No;72;Two year;Credit card (automatic);25.1;No;> 2 anos;Automatico
8414-MYSHR;Yes;5;Month-to-month;Electronic check;91.4;Yes;< 1 ano;Manual
0247-SLUJI;No;1;Month-to-month;Mailed check;19.7;No;< 1 ano;Manual
9402-ORRAH;Yes;15;Month-to-month;Electronic check;91.5;No;1-2 anos;Manual
6483-OATDN;No;8;Month-to-month;Credit card (automatic);51.3;No;< 1 ano;Automatico
1293-HHSHJ;No;35;One year;Mailed check;21.1;No;> 2 anos;Manual
4840-ORQXB;Yes;56;Month-to-month;Electronic check;104.75;No;> 2 anos;Manual
7599-FKVXZ;No;42;Month-to-month;Bank transfer (automatic);106.15;Yes;> 2 anos;Automatico
3982-DQLUS;Yes;65;Month-to-month;Electronic check;85.75;No;> 2 anos;Manual
8610-ZIKJJ;No;2;One year;Mailed check;20.3;No;< 1 ano;Manual
3756-VNWDH;Yes;65;One year;Electronic check;100.75;No;> 2 anos;Manual
7801-KICAO;No;18;Month-to-month;Electronic check;74.15;No;1-2 anos;Manual
7673-LPRNY;No;23;One year;Electronic check;78.55;No;1-2 anos;Manual
8229-TNIQA;No;4;Month-to-month;Mailed check;45.3;Yes;< 1 ano;Manual
6060-QBMGV;No;70;Two year;Credit card (automatic);19.85;No;> 2 anos;Automatico
7339-POGZN;No;4;Month-to-month;Electronic check;50.7;No;< 1 ano;Manual
2828-SLQPF;No;19;Month-to-month;Bank transfer (automatic);45;No;1-2 anos;Automatico
4465-VDKIQ;No;18;Month-to-month;Electronic check;77.8;No;1-2 anos;Manual
2921-XWDJH;Yes;38;Month-to-month;Electronic check;83.45;No;> 2 anos;Manual
6221-AVQYL;No;2;Month-to-month;Credit card (automatic);73.25;Yes;< 1 ano;Automatico
2558-BUOZZ;No;47;One year;Bank transfer (automatic);94.8;No;> 2 anos;Automatico
9257-AZMTZ;No;52;Two year;Bank transfer (automatic);20.1;No;> 2 anos;Automatico
0003-MKNFE;No;9;Month-to-month;Mailed check;59.9;No;< 1 ano;Manual
0975-UYDTX;No;26;One year;Credit card (automatic);90.1;No;> 2 anos;Automatico
7743-EXURX;No;8;Month-to-month;Electronic check;51.05;Yes;< 1 ano;Manual
4682-BLBUC;No;44;One year;Electronic check;70.95;No;> 2 anos;Manual
0975-VOOVL;No;3;Month-to-month;Mailed check;29.2;No;< 1 ano;Manual
5968-VXZLG;No;2;Month-to-month;Bank transfer (automatic);46.6;No;< 1 ano;Automatico
5569-KGJHX;No;9;Month-to-month;Bank transfer (automatic);85.35;Yes;< 1 ano;Automatico
4988-IQIGL;Yes;1;Month-to-month;Electronic check;75.35;Yes;< 1 ano;Manual
5201-FRKKS;No;25;Month-to-month;Bank transfer (automatic);74.3;No;> 2 anos;Automatico
9799-CAYJJ;Yes;2;Month-to-month;Electronic check;69.3;No;< 1 ano;Manual
7730-IUTDZ;No;43;Month-to-month;Electronic check;75.2;Yes;> 2 anos;Manual
0426-TIRNE;No;1;Month-to-month;Mailed check;20.9;Yes;< 1 ano;Manual
5443-SCMKX;No;58;One year;Electronic check;94.3;No;> 2 anos;Manual
8295-KMENE;No;59;Two year;Mailed check;76.45;No;> 2 anos;Manual
6738-ISCBM;No;44;One year;Electronic check;54;No;> 2 anos;Manual
9821-BESNZ;No;66;One year;Electronic check;104.25;No;> 2 anos;Manual
3678-MNGZX;No;68;Two year;Bank transfer (automatic);19.95;No;> 2 anos;Automatico
1335-NTIUC;No;9;Month-to-month;Electronic check;24.95;No;< 1 ano;Manual
2916-BQZLN;No;19;Month-to-month;Electronic check;84.75;No;1-2 anos;Manual
4558-CGYCZ;No;4;Month-to-month;Mailed check;19.75;No;< 1 ano;Manual
2368-GAKKQ;No;70;Two year;Bank transfer (automatic);113.65;No;> 2 anos;Automatico
8710-YGLWG;No;1;Month-to-month;Mailed check;44.9;No;< 1 ano;Manual
3199-XGZCY;No;8;Month-to-month;Electronic check;75.25;No;< 1 ano;Manual
3785-KTYSH;No;53;Two year;Mailed check;24.6;No;> 2 anos;Manual
6814-ZPWFQ;Yes;51;One year;Bank transfer (automatic);25;No;> 2 anos;Automatico
4063-EIKNQ;No;11;Month-to-month;Bank transfer (automatic);20.95;No;< 1 ano;Automatico
6993-YCOBK;No;60;Two year;Electronic check;110.6;No;> 2 anos;Manual
5206-HPJKM;No;17;Month-to-month;Credit card (automatic);55.5;No;1-2 anos;Automatico
7587-RZNME;No;3;Month-to-month;Electronic check;43.3;Yes;< 1 ano;Manual
0748-RDGGM;No;70;One year;Bank transfer (automatic);109.5;Yes;> 2 anos;Automatico
8393-JMVMB;No;1;Month-to-month;Mailed check;19.45;No;< 1 ano;Manual
5019-GQVCR;Yes;43;Month-to-month;Electronic check;84.85;No;> 2 anos;Manual
6036-TTFYU;No;16;Month-to-month;Mailed check;19.6;No;1-2 anos;Manual
2550-AEVRU;No;57;One year;Electronic check;53.45;No;> 2 anos;Manual
0969-RGKCU;No;37;One year;Credit card (automatic);19.8;No;> 2 anos;Automatico
0378-CJKPV;No;72;Two year;Credit card (automatic);112.1;No;> 2 anos;Automatico
4706-AXVKM;Yes;11;Month-to-month;Credit card (automatic);84.8;Yes;< 1 ano;Automatico
5889-JTMUL;Yes;50;Month-to-month;Electronic check;95.05;Yes;> 2 anos;Manual
9026-RNUJS;Yes;5;Month-to-month;Electronic check;50.35;Yes;< 1 ano;Manual
3746-EUBYR;No;1;Month-to-month;Bank transfer (automatic);74.6;Yes;< 1 ano;Automatico
2332-EFBJY;No;16;Month-to-month;Mailed check;19.7;Yes;1-2 anos;Manual
2880-FPNAE;Yes;2;Month-to-month;Electronic check;74.2;No;< 1 ano;Manual
1703-MGIAB;No;17;Month-to-month;Mailed check;69;No;1-2 anos;Manual
4311-QTTAI;No;16;One year;Credit card (automatic);19.35;No;1-2 anos;Automatico
9474-PHLYD;No;15;Month-to-month;Electronic check;59.45;Yes;1-2 anos;Manual
4318-RAJVY;No;10;One year;Mailed check;19.8;No;< 1 ano;Manual
2165-VOEGB;No;46;One year;Bank transfer (automatic);105.2;Yes;> 2 anos;Automatico
3612-YUNGG;No;64;Two year;Credit card (automatic);109.2;No;> 2 anos;Automatico
2254-DLXRI;No;1;Month-to-month;Mailed check;79.15;No;< 1 ano;Manual
5062-CJJKH;No;25;One year;Mailed check;53.65;No;> 2 anos;Manual
9028-LIHRP;No;71;Two year;Credit card (automatic);100.2;No;> 2 anos;Automatico
2219-MVUSO;No;8;Month-to-month;Mailed check;45.15;Yes;< 1 ano;Manual
1053-MXTTK;No;72;Two year;Bank transfer (automatic);108.65;No;> 2 anos;Automatico
1530-ZTDOZ;No;49;Month-to-month;Bank transfer (automatic);40.65;No;> 2 anos;Automatico
1301-LOPVR;No;29;One year;Credit card (automatic);55.35;No;> 2 anos;Automatico
0853-TWRVK;No;72;Two year;Bank transfer (automatic);105.6;No;> 2 anos;Automatico
8914-RBTSB;No;31;Month-to-month;Electronic check;93.8;Yes;> 2 anos;Manual
6212-ATMLK;No;50;Month-to-month;Electronic check;95.7;No;> 2 anos;Manual
8200-LGKSR;No;71;Two year;Electronic check;83.2;No;> 2 anos;Manual
1568-BEKZM;Yes;70;Two year;Credit card (automatic);90.05;No;> 2 anos;Automatico
0670-ANMUU;No;71;One year;Credit card (automatic);97.65;No;> 2 anos;Automatico
6897-RWMUB;No;61;Two year;Bank transfer (automatic);68.05;No;> 2 anos;Automatico
0963-ZBDRN;No;32;Month-to-month;Electronic check;96.2;Yes;> 2 anos;Manual
7594-RQHXR;No;1;Month-to-month;Electronic check;79.6;Yes;< 1 ano;Manual
6999-CHVCF;No;68;Two year;Bank transfer (automatic);102.1;No;> 2 anos;Automatico
6134-KWTBV;No;62;Two year;Bank transfer (automatic);23.4;No;> 2 anos;Automatico
1077-HUUJM;No;7;Month-to-month;Electronic check;71.05;No;< 1 ano;Manual
6331-EWIEB;No;20;Month-to-month;Electronic check;85.25;Yes;1-2 anos;Manual
0895-LNKRC;No;6;One year;Mailed check;19.45;No;< 1 ano;Manual
2045-BMBTJ;Yes;33;Month-to-month;Bank transfer (automatic);59.45;No;> 2 anos;Automatico
8417-GSODA;No;28;One year;Bank transfer (automatic);92.2;No;> 2 anos;Automatico
5171-EPLKN;No;27;Two year;Credit card (automatic);19.85;No;> 2 anos;Automatico
4452-QIIEB;No;7;Month-to-month;Mailed check;43.9;No;< 1 ano;Manual
5998-VVEJY;No;26;Month-to-month;Electronic check;80.5;Yes;> 2 anos;Manual
1624-NALOJ;Yes;5;Month-to-month;Electronic check;89.8;Yes;< 1 ano;Manual
6741-EGCBI;Yes;30;Month-to-month;Credit card (automatic);90.5;No;> 2 anos;Automatico
7820-ZYGNY;No;63;One year;Credit card (automatic);90.45;No;> 2 anos;Automatico
4317-VTEOA;No;1;Month-to-month;Electronic check;50.75;Yes;< 1 ano;Manual
9677-AVKED;No;53;One year;Electronic check;84.6;No;> 2 anos;Manual
1670-SVOWZ;No;14;Month-to-month;Credit card (automatic);89.65;Yes;1-2 anos;Automatico
2227-JRSJX;No;21;Month-to-month;Bank transfer (automatic);99.15;No;1-2 anos;Automatico
9847-HNVGP;No;17;One year;Mailed check;19.95;No;1-2 anos;Manual
6696-YDAYZ;No;16;Two year;Mailed check;20.5;No;1-2 anos;Manual
8980-WQFWL;No;35;Month-to-month;Electronic check;62.1;No;> 2 anos;Manual
1730-ZMAME;Yes;32;Month-to-month;Electronic check;79.5;No;> 2 anos;Manual
6506-EYCNH;No;28;Month-to-month;Bank transfer (automatic);19.55;No;> 2 anos;Automatico
4634-JLRJT;No;1;Month-to-month;Mailed check;20.35;No;< 1 ano;Manual
9501-UKKNL;No;59;Month-to-month;Electronic check;51.7;No;> 2 anos;Manual
2560-QTSBS;No;72;One year;Bank transfer (automatic);23.3;No;> 2 anos;Automatico
7541-YLXCL;No;36;One year;Mailed check;65.4;Yes;> 2 anos;Manual
4795-WRNVT;No;40;Month-to-month;Mailed check;65.1;No;> 2 anos;Manual
6080-TCMYC;No;40;Month-to-month;Electronic check;81.2;No;> 2 anos;Manual
0260-ZDLGK;No;9;Month-to-month;Mailed check;72.9;Yes;< 1 ano;Manual
7860-UXCRM;No;63;Two year;Credit card (automatic);74.5;No;> 2 anos;Automatico
6357-JJPQT;No;3;Month-to-month;Electronic check;80.5;No;< 1 ano;Manual
2292-XQWSV;No;40;One year;Mailed check;60.3;No;> 2 anos;Manual
9552-TGUZV;No;8;Month-to-month;Mailed check;75;No;< 1 ano;Manual
5913-INRQV;Yes;34;One year;Mailed check;90.15;No;> 2 anos;Manual
8722-NGNBH;No;5;Month-to-month;Mailed check;40;Yes;< 1 ano;Manual
6210-KBBPI;Yes;9;Month-to-month;Credit card (automatic);99.45;Yes;< 1 ano;Automatico
9643-YBLUR;No;9;Month-to-month;Credit card (automatic);69.05;No;< 1 ano;Automatico
8734-FNWVH;No;31;Month-to-month;Bank transfer (automatic);59.7;No;> 2 anos;Automatico
9447-YPTBX;No;50;One year;Bank transfer (automatic);19.85;No;> 2 anos;Automatico
0133-BMFZO;No;2;Month-to-month;Electronic check;86.25;Yes;< 1 ano;Manual
6128-CZOMY;No;1;Month-to-month;Electronic check;45.65;Yes;< 1 ano;Manual
9540-JYROE;No;8;Month-to-month;Mailed check;70.1;Yes;< 1 ano;Manual
9026-LHEVG;No;9;Month-to-month;Electronic check;40.75;No;< 1 ano;Manual
2260-USTRB;Yes;2;Month-to-month;Bank transfer (automatic);70.2;Yes;< 1 ano;Automatico
3656-TKRVZ;No;3;Month-to-month;Electronic check;55.35;Yes;< 1 ano;Manual
7011-CVEUC;No;25;Month-to-month;Credit card (automatic);95.7;No;> 2 anos;Automatico
6185-TASNN;Yes;1;Month-to-month;Electronic check;46.3;No;< 1 ano;Manual
7925-PNRGI;No;45;Month-to-month;Mailed check;81.3;No;> 2 anos;Manual
8623-TMRBY;Yes;51;Month-to-month;Electronic check;84.2;Yes;> 2 anos;Manual
1552-CZCLL;No;55;Month-to-month;Credit card (automatic);20;No;> 2 anos;Automatico
3038-PQIUY;No;38;Month-to-month;Bank transfer (automatic);66.15;No;> 2 anos;Automatico
1501-SGHBW;No;2;Month-to-month;Mailed check;45.85;Yes;< 1 ano;Manual
9313-CDOGY;No;38;Month-to-month;Electronic check;19.6;No;> 2 anos;Manual
8148-BPLZQ;No;34;Month-to-month;Electronic check;49.8;No;> 2 anos;Manual
2623-DRYAM;No;70;One year;Electronic check;101.75;No;> 2 anos;Manual
9987-LUTYD;No;13;One year;Mailed check;55.15;No;1-2 anos;Manual
3208-YPIOE;No;39;Month-to-month;Electronic check;75.25;Yes;> 2 anos;Manual
4488-KQFDT;No;61;One year;Electronic check;103.95;No;> 2 anos;Manual
2612-RANWT;No;12;Month-to-month;Bank transfer (automatic);100.15;Yes;1-2 anos;Automatico
5693-PIPCS;No;41;Two year;Credit card (automatic);99.65;No;> 2 anos;Automatico
0491-KAPQG;No;21;Month-to-month;Electronic check;73.7;No;1-2 anos;Manual
1925-LFCZZ;Yes;55;One year;Bank transfer (automatic);50.05;No;> 2 anos;Automatico
8039-EQPIM;No;69;Two year;Bank transfer (automatic);60.25;No;> 2 anos;Automatico
6900-PXRMS;Yes;26;Month-to-month;Electronic check;105.75;Yes;> 2 anos;Manual
8707-RMEZH;Yes;69;One year;Credit card (automatic);87.3;No;> 2 anos;Automatico
3346-BRMIS;Yes;18;Month-to-month;Electronic check;48.35;Yes;1-2 anos;Manual
3209-ZPKFI;No;47;Month-to-month;Electronic check;54.25;No;> 2 anos;Manual
6479-VDGRK;No;72;Two year;Bank transfer (automatic);85.3;No;> 2 anos;Automatico
9373-WSLOY;Yes;33;Month-to-month;Electronic check;50;No;> 2 anos;Manual
2933-FILNV;No;2;Month-to-month;Mailed check;24.4;Yes;< 1 ano;Manual
3569-JFODW;No;72;Two year;Credit card (automatic);90.95;No;> 2 anos;Automatico
9819-FBNSV;Yes;37;Month-to-month;Bank transfer (automatic);72.25;No;> 2 anos;Automatico
9544-PYPSJ;Yes;62;Month-to-month;Credit card (automatic);96.1;No;> 2 anos;Automatico
1591-XWLGB;No;71;Two year;Credit card (automatic);19.85;No;> 2 anos;Automatico
0396-UKGAI;No;23;Month-to-month;Bank transfer (automatic);55.3;No;1-2 anos;Automatico
3243-ZHOHY;No;16;One year;Mailed check;20.1;No;1-2 anos;Manual
5186-EJEGL;No;9;Month-to-month;Mailed check;69.5;No;< 1 ano;Manual
7527-QNRUS;No;17;Two year;Mailed check;25.15;No;1-2 anos;Manual
9986-BONCE;No;4;Month-to-month;Bank transfer (automatic);20.95;Yes;< 1 ano;Automatico
2722-JMONI;Yes;1;Month-to-month;Electronic check;49.55;Yes;< 1 ano;Manual
2203-GHNWN;No;24;Month-to-month;Mailed check;79.65;No;> 2 anos;Manual
3878-AVSOQ;Yes;1;Month-to-month;Electronic check;71.25;No;< 1 ano;Manual
3258-SYSWS;Yes;72;Two year;Bank transfer (automatic);113.8;No;> 2 anos;Automatico
5296-PSYVW;No;72;Two year;Electronic check;24.55;No;> 2 anos;Manual
6319-QSUSR;No;11;Month-to-month;Credit card (automatic);19.7;No;< 1 ano;Automatico
4083-EUGRJ;No;9;Month-to-month;Mailed check;20.25;Yes;< 1 ano;Manual
7579-OOPEC;Yes;2;Month-to-month;Credit card (automatic);50.15;Yes;< 1 ano;Automatico
0512-FLFDW;Yes;60;One year;Credit card (automatic);100.5;No;> 2 anos;Automatico
1771-OADNZ;Yes;29;Month-to-month;Electronic check;95.9;Yes;> 2 anos;Manual
0487-CRLZF;No;49;Two year;Bank transfer (automatic);74.45;No;> 2 anos;Automatico
2107-FBPTK;Yes;30;Month-to-month;Electronic check;104.1;No;> 2 anos;Manual
9451-WLYRI;No;53;One year;Credit card (automatic);19.05;No;> 2 anos;Automatico
8219-VYBVI;No;39;Two year;Mailed check;25;No;> 2 anos;Manual
1991-VOPLL;No;9;Month-to-month;Mailed check;19.05;No;< 1 ano;Manual
9738-QLWTP;No;39;One year;Electronic check;81.9;No;> 2 anos;Manual
1016-DJTSV;Yes;8;Month-to-month;Electronic check;69.7;No;< 1 ano;Manual
9419-IPPBE;No;51;One year;Electronic check;90.15;No;> 2 anos;Manual
0174-QRVVY;No;71;Two year;Credit card (automatic);25.35;No;> 2 anos;Automatico
5699-BNCAS;Yes;71;Two year;Mailed check;24.65;No;> 2 anos;Manual
2900-PHPLN;Yes;70;Two year;Credit card (automatic);19.55;No;> 2 anos;Automatico
0612-RTZZA;Yes;1;Month-to-month;Electronic check;25.25;Yes;< 1 ano;Manual
8106-GWQOK;No;38;Two year;Bank transfer (automatic);60;No;> 2 anos;Automatico
8751-EDEKA;No;28;Month-to-month;Credit card (automatic);89.9;No;> 2 anos;Automatico
6878-GGDWG;No;32;Month-to-month;Bank transfer (automatic);19.4;No;> 2 anos;Automatico
4039-PIMHX;Yes;49;Two year;Mailed check;49.8;No;> 2 anos;Manual
8450-LUGUK;No;37;Two year;Bank transfer (automatic);24.1;No;> 2 anos;Automatico
3604-WLABM;No;10;Month-to-month;Electronic check;54.25;No;< 1 ano;Manual
0795-GMVQO;No;67;One year;Credit card (automatic);109.9;No;> 2 anos;Automatico
2259-OUUSZ;No;7;One year;Credit card (automatic);35.5;No;< 1 ano;Automatico
1142-IHLOO;No;51;One year;Credit card (automatic);87.55;No;> 2 anos;Automatico
6410-LEFEN;No;9;Month-to-month;Electronic check;45.15;Yes;< 1 ano;Manual
4633-MKHYU;No;9;Month-to-month;Mailed check;88.4;No;< 1 ano;Manual
6257-RJOHI;No;4;Month-to-month;Mailed check;50.8;No;< 1 ano;Manual
1545-JFUML;No;71;Two year;Electronic check;99;No;> 2 anos;Manual
3194-ORPIK;No;50;Month-to-month;Bank transfer (automatic);84.4;Yes;> 2 anos;Automatico
7826-VVKWT;Yes;24;Two year;Electronic check;96.55;No;> 2 anos;Manual
1353-GHZOS;No;22;One year;Bank transfer (automatic);59.75;No;1-2 anos;Automatico
2587-EKXTS;No;44;Month-to-month;Electronic check;111.5;No;> 2 anos;Manual
5442-BXVND;No;33;Month-to-month;Bank transfer (automatic);24.25;No;> 2 anos;Automatico
8816-VXNZD;No;1;Month-to-month;Electronic check;75.1;Yes;< 1 ano;Manual
9378-FXTIZ;No;54;One year;Credit card (automatic);70.15;Yes;> 2 anos;Automatico
1723-HKXJQ;No;42;Month-to-month;Electronic check;101.75;Yes;> 2 anos;Manual
7825-GKXMW;No;1;Month-to-month;Electronic check;45.8;Yes;< 1 ano;Manual
9753-OYLBX;No;1;Month-to-month;Mailed check;20.5;No;< 1 ano;Manual
2364-UFROM;No;30;One year;Electronic check;70.4;No;> 2 anos;Manual
6656-JWRQX;No;1;Month-to-month;Mailed check;30.55;No;< 1 ano;Manual
6473-ULUHT;No;16;Month-to-month;Electronic check;84.9;No;1-2 anos;Manual
1240-KNSEZ;No;1;Month-to-month;Mailed check;20.1;Yes;< 1 ano;Manual
0836-SEYLU;No;9;Month-to-month;Mailed check;40.65;Yes;< 1 ano;Manual
4433-JCGCG;Yes;46;Month-to-month;Electronic check;101;Yes;> 2 anos;Manual
3716-BDVDB;No;1;Month-to-month;Electronic check;69.1;Yes;< 1 ano;Manual
7688-AWMDX;No;71;Two year;Bank transfer (automatic);54.5;No;> 2 anos;Automatico
2842-BCQGE;No;43;Month-to-month;Credit card (automatic);75.35;No;> 2 anos;Automatico
7244-QWYHG;No;50;One year;Bank transfer (automatic);44.45;No;> 2 anos;Automatico
5899-MQZZL;No;13;Month-to-month;Mailed check;75;Yes;1-2 anos;Manual
6849-OYAMU;No;19;One year;Bank transfer (automatic);100;Yes;1-2 anos;Automatico
5312-UXESG;No;41;Month-to-month;Bank transfer (automatic);98.05;No;> 2 anos;Automatico
9488-HGMJH;Yes;1;Month-to-month;Electronic check;71.15;Yes;< 1 ano;Manual
6038-GCYEC;No;24;Month-to-month;Credit card (automatic);54.15;Yes;> 2 anos;Automatico
2150-WLKUW;No;40;One year;Bank transfer (automatic);63.9;No;> 2 anos;Automatico
7159-FVYPK;No;3;Month-to-month;Bank transfer (automatic);69.15;No;< 1 ano;Automatico
7032-LMBHI;No;37;One year;Bank transfer (automatic);64.65;No;> 2 anos;Automatico
1150-WFARN;No;67;Two year;Credit card (automatic);108.75;Yes;> 2 anos;Automatico
6088-BXMRG;No;32;Month-to-month;Electronic check;98.85;No;> 2 anos;Manual
3144-AUDBS;No;6;Month-to-month;Electronic check;49.15;Yes;< 1 ano;Manual
4821-SJHJV;No;32;Month-to-month;Electronic check;89.6;No;> 2 anos;Manual
7346-MEDWM;No;59;Month-to-month;Electronic check;83.25;No;> 2 anos;Manual
1137-DGOWI;No;30;One year;Bank transfer (automatic);70.25;No;> 2 anos;Automatico
5616-PRTNT;No;20;Month-to-month;Electronic check;19.4;Yes;1-2 anos;Manual
3812-LRZIR;No;27;Two year;Electronic check;24.5;No;> 2 anos;Manual
4818-QIUFN;Yes;20;Month-to-month;Electronic check;79.15;Yes;1-2 anos;Manual
9483-GCPWE;No;9;One year;Mailed check;20.1;No;< 1 ano;Manual
4227-OJHAL;No;68;One year;Credit card (automatic);73;No;> 2 anos;Automatico
9220-CXRSC;No;69;Two year;Credit card (automatic);61.4;No;> 2 anos;Automatico
4993-JCRGJ;No;26;Month-to-month;Mailed check;84.3;No;> 2 anos;Manual
9537-JALFH;No;69;Two year;Bank transfer (automatic);19.9;No;> 2 anos;Automatico
6698-OXETB;No;11;Two year;Mailed check;20.4;No;< 1 ano;Manual
2103-ZRXFN;No;1;Month-to-month;Mailed check;50.75;No;< 1 ano;Manual
3724-BSCVH;No;10;One year;Mailed check;20.45;No;< 1 ano;Manual
4877-TSOFF;No;55;One year;Bank transfer (automatic);75.75;No;> 2 anos;Automatico
9209-NWPGU;No;44;One year;Electronic check;65.4;No;> 2 anos;Manual
6961-VCPMC;Yes;46;Month-to-month;Electronic check;80.4;Yes;> 2 anos;Manual
7306-YDSOI;No;69;Two year;Bank transfer (automatic);59.75;No;> 2 anos;Automatico
5288-AHOUP;Yes;11;Month-to-month;Electronic check;78.5;No;< 1 ano;Manual
6688-UZPWD;No;11;Month-to-month;Electronic check;102;Yes;< 1 ano;Manual
0655-YDGFJ;No;29;Month-to-month;Bank transfer (automatic);48.95;No;> 2 anos;Automatico
8468-EHYJA;No;57;Month-to-month;Electronic check;99.65;No;> 2 anos;Manual
6823-SIDFQ;No;28;One year;Credit card (automatic);18.25;No;> 2 anos;Automatico
1097-FSPVW;No;42;Month-to-month;Credit card (automatic);54.55;No;> 2 anos;Automatico
2839-RFSQE;No;2;Month-to-month;Mailed check;20.65;Yes;< 1 ano;Manual
8328-SKJNO;No;23;One year;Bank transfer (automatic);40.65;No;1-2 anos;Automatico
7010-ZMVBF;No;18;Month-to-month;Mailed check;20.45;No;1-2 anos;Manual
5201-CBWYG;No;62;One year;Bank transfer (automatic);24.8;No;> 2 anos;Automatico
0968-GSIKN;No;1;Month-to-month;Mailed check;70.8;Yes;< 1 ano;Manual
1965-DDBWU;No;16;Month-to-month;Credit card (automatic);89.05;Yes;1-2 anos;Automatico
9057-SIHCH;No;3;Month-to-month;Electronic check;96.6;Yes;< 1 ano;Manual
6352-GIGGQ;No;67;One year;Bank transfer (automatic);88.8;No;> 2 anos;Automatico
3635-QQRQD;No;62;Two year;Credit card (automatic);20.05;No;> 2 anos;Automatico
6771-XWBDM;No;57;Month-to-month;Credit card (automatic);104.5;Yes;> 2 anos;Automatico
2897-DOVND;No;2;Month-to-month;Electronic check;69.8;No;< 1 ano;Manual
3082-YVEKW;No;23;Two year;Bank transfer (automatic);77.15;No;1-2 anos;Automatico
0191-EQUUH;No;25;Two year;Bank transfer (automatic);35.05;No;> 2 anos;Automatico
7134-HBPBS;Yes;72;Two year;Bank transfer (automatic);108.1;No;> 2 anos;Automatico
3489-HHPFY;No;2;Month-to-month;Electronic check;84.05;No;< 1 ano;Manual
2926-JEJJC;No;8;One year;Bank transfer (automatic);20.2;No;< 1 ano;Automatico
8601-QACRS;No;5;Month-to-month;Mailed check;50.6;Yes;< 1 ano;Manual
4950-BDEUX;No;35;Month-to-month;Electronic check;49.2;No;> 2 anos;Manual
5789-LDFXO;No;24;One year;Electronic check;24.6;No;> 2 anos;Manual
0508-OOLTO;No;2;Month-to-month;Electronic check;71.65;No;< 1 ano;Manual
2984-TBYKU;No;72;Two year;Credit card (automatic);104.9;No;> 2 anos;Automatico
9822-WMWVG;No;41;Month-to-month;Electronic check;106.5;No;> 2 anos;Manual
2391-SOORI;No;4;Month-to-month;Electronic check;49.35;Yes;< 1 ano;Manual
9040-KZVWO;No;26;One year;Bank transfer (automatic);75.5;No;> 2 anos;Automatico
2645-QTLMB;No;7;Month-to-month;Electronic check;94.25;Yes;< 1 ano;Manual
4806-HIPDW;No;1;Month-to-month;Electronic check;68.95;Yes;< 1 ano;Manual
1548-ARAGG;No;4;Month-to-month;Mailed check;58.5;No;< 1 ano;Manual
6339-RZCBJ;No;48;Two year;Credit card (automatic);78.9;No;> 2 anos;Automatico
