customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment;churn_prob;pred
1642-HMARX;No;68;Two year;Electronic check;91.7;No;> 2 anos;Manual;0.03932362180194699;No
3096-WPXBT;No;61;One year;Credit card (automatic);100.7;No;> 2 anos;Automatico;0.09325283837428411;No
4299-OPXEJ;No;56;Two year;Bank transfer (automatic);19.55;No;> 2 anos;Automatico;0.006113581939477033;No
6447-EGDIV;No;31;One year;Mailed check;20.95;No;> 2 anos;Manual;0.04399960428231135;No
7056-IMHCC;Yes;53;Month-to-month;Electronic check;101.9;Yes;> 2 anos;Manual;0.45882684559771153;Yes
0603-OLQDC;No;12;Month-to-month;Mailed check;69.85;No;1-2 anos;Manual;0.4884679941709488;Yes
3272-VUHPV;No;8;Month-to-month;Bank transfer (automatic);56.3;No;< 1 ano;Automatico;0.3515872629910851;Yes
1837-YQUCE;No;70;Two year;Bank transfer (automatic);58.35;No;> 2 anos;Automatico;0.010809072615246855;No
4112-LUEIZ;No;10;Month-to-month;Electronic check;89.5;Yes;< 1 ano;Manual;0.6373888149549838;Yes
0369-ZGOVK;No;28;One year;Bank transfer (automatic);70.4;No;> 2 anos;Automatico;0.12472214361445304;No
9919-KNPOO;No;21;Month-to-month;Electronic check;94.3;No;1-2 anos;Manual;0.5768149242168785;Yes
9391-LMANN;No;53;One year;Electronic check;95.95;No;> 2 anos;Manual;0.1430565719582243;No
8174-TBVCF;No;70;Two year;Credit card (automatic);94.8;No;> 2 anos;Automatico;0.028891357773057177;No
1698-XFZCI;No;61;One year;Electronic check;107.75;No;> 2 anos;Manual;0.14845387284307646;No
5996-NRVXR;Yes;40;One year;Credit card (automatic);98.15;No;> 2 anos;Automatico;0.23734607762371573;No
3739-YBWAB;No;36;One year;Mailed check;35.35;No;> 2 anos;Manual;0.05424651341116986;No
9762-YAQAA;No;39;One year;Credit card (automatic);81.4;No;> 2 anos;Automatico;0.11584075974625221;No
0326-VDYXE;No;70;One year;Electronic check;97.65;No;> 2 anos;Manual;0.08783770171695521;No
7274-RTAPZ;No;1;Month-to-month;Electronic check;90.55;Yes;< 1 ano;Manual;0.712777566313051;Yes
2669-OIDSD;No;48;Month-to-month;Credit card (automatic);100.05;No;> 2 anos;Automatico;0.30696201297719;Yes
9576-SYUHJ;No;37;Month-to-month;Electronic check;91.15;No;> 2 anos;Manual;0.4161389413671943;Yes
9402-ORRAH;Yes;15;Month-to-month;Electronic check;91.5;No;1-2 anos;Manual;0.7075307151351421;Yes
7599-FKVXZ;No;42;Month-to-month;Bank transfer (automatic);106.15;Yes;> 2 anos;Automatico;0.39267885242043593;Yes
3756-VNWDH;Yes;65;One year;Electronic check;100.75;No;> 2 anos;Manual;0.16251889595985114;No
7673-LPRNY;No;23;One year;Electronic check;78.55;No;1-2 anos;Manual;0.2288361179008846;No
7339-POGZN;No;4;Month-to-month;Electronic check;50.7;No;< 1 ano;Manual;0.42764685431224947;Yes
4465-VDKIQ;No;18;Month-to-month;Electronic check;77.8;No;1-2 anos;Manual;0.4904129409011959;Yes
2921-XWDJH;Yes;38;Month-to-month;Electronic check;83.45;No;> 2 anos;Manual;0.4637220763561254;Yes
7743-EXURX;No;8;Month-to-month;Electronic check;51.05;Yes;< 1 ano;Manual;0.39596887455558855;Yes
5968-VXZLG;No;2;Month-to-month;Bank transfer (automatic);46.6;No;< 1 ano;Automatico;0.33895807733047517;Yes
5201-FRKKS;No;25;Month-to-month;Bank transfer (automatic);74.3;No;> 2 anos;Automatico;0.32863639981114473;Yes
7730-IUTDZ;No;43;Month-to-month;Electronic check;75.2;Yes;> 2 anos;Manual;0.2713851685474447;Yes
0426-TIRNE;No;1;Month-to-month;Mailed check;20.9;Yes;< 1 ano;Manual;0.267960966792258;Yes
9821-BESNZ;No;66;One year;Electronic check;104.25;No;> 2 anos;Manual;0.1172724102636665;No
1335-NTIUC;No;9;Month-to-month;Electronic check;24.95;No;< 1 ano;Manual;0.23602423481828883;No
2368-GAKKQ;No;70;Two year;Bank transfer (automatic);113.65;No;> 2 anos;Automatico;0.047565270987070016;No
4063-EIKNQ;No;11;Month-to-month;Bank transfer (automatic);20.95;No;< 1 ano;Automatico;0.15593564280260416;No
7587-RZNME;No;3;Month-to-month;Electronic check;43.3;Yes;< 1 ano;Manual;0.3870593829772458;Yes
6036-TTFYU;No;16;Month-to-month;Mailed check;19.6;No;1-2 anos;Manual;0.17258736910558412;No
0969-RGKCU;No;37;One year;Credit card (automatic);19.8;No;> 2 anos;Automatico;0.025212098745935583;No
0378-CJKPV;No;72;Two year;Credit card (automatic);112.1;No;> 2 anos;Automatico;0.04270745181680084;No
1703-MGIAB;No;17;Month-to-month;Mailed check;69;No;1-2 anos;Manual;0.4390410332398566;Yes
4311-QTTAI;No;16;One year;Credit card (automatic);19.35;No;1-2 anos;Automatico;0.050695010363981566;No
4318-RAJVY;No;10;One year;Mailed check;19.8;No;< 1 ano;Manual;0.08526895639656092;No
2165-VOEGB;No;46;One year;Bank transfer (automatic);105.2;Yes;> 2 anos;Automatico;0.16462517686696881;No
0853-TWRVK;No;72;Two year;Bank transfer (automatic);105.6;No;> 2 anos;Automatico;0.03597307688569316;No
8914-RBTSB;No;31;Month-to-month;Electronic check;93.8;Yes;> 2 anos;Manual;0.4862157850807482;Yes
8200-LGKSR;No;71;Two year;Electronic check;83.2;No;> 2 anos;Manual;0.028340329084821748;No
5171-EPLKN;No;27;Two year;Credit card (automatic);19.85;No;> 2 anos;Automatico;0.016879878059456687;No
1624-NALOJ;Yes;5;Month-to-month;Electronic check;89.8;Yes;< 1 ano;Manual;0.766352826821662;Yes
2227-JRSJX;No;21;Month-to-month;Bank transfer (automatic);99.15;No;1-2 anos;Automatico;0.5272083243969831;Yes
8980-WQFWL;No;35;Month-to-month;Electronic check;62.1;No;> 2 anos;Manual;0.2560347653799347;No
6506-EYCNH;No;28;Month-to-month;Bank transfer (automatic);19.55;No;> 2 anos;Automatico;0.08914127683338754;No
7860-UXCRM;No;63;Two year;Credit card (automatic);74.5;No;> 2 anos;Automatico;0.021312239466499617;No
5913-INRQV;Yes;34;One year;Mailed check;90.15;No;> 2 anos;Manual;0.30102983496068325;Yes
9643-YBLUR;No;9;Month-to-month;Credit card (automatic);69.05;No;< 1 ano;Automatico;0.4263335965771018;Yes
9540-JYROE;No;8;Month-to-month;Mailed check;70.1;Yes;< 1 ano;Manual;0.5252741435282314;Yes
2260-USTRB;Yes;2;Month-to-month;Bank transfer (automatic);70.2;Yes;< 1 ano;Automatico;0.6036118812198102;Yes
3656-TKRVZ;No;3;Month-to-month;Electronic check;55.35;Yes;< 1 ano;Manual;0.4679018882064295;Yes
6185-TASNN;Yes;1;Month-to-month;Electronic check;46.3;No;< 1 ano;Manual;0.5331881068314255;Yes
8623-TMRBY;Yes;51;Month-to-month;Electronic check;84.2;Yes;> 2 anos;Manual;0.35865234023458337;Yes
1501-SGHBW;No;2;Month-to-month;Mailed check;45.85;Yes;< 1 ano;Manual;0.4122900518286542;Yes
8148-BPLZQ;No;34;Month-to-month;Electronic check;49.8;No;> 2 anos;Manual;0.202691083002147;No
4488-KQFDT;No;61;One year;Electronic check;103.95;No;> 2 anos;Manual;0.13573216121871412;No
2612-RANWT;No;12;Month-to-month;Bank transfer (automatic);100.15;Yes;1-2 anos;Automatico;0.6112170029720932;Yes
0491-KAPQG;No;21;Month-to-month;Electronic check;73.7;No;1-2 anos;Manual;0.4362603404113101;Yes
8707-RMEZH;Yes;69;One year;Credit card (automatic);87.3;No;> 2 anos;Automatico;0.0770096238431812;No
3569-JFODW;No;72;Two year;Credit card (automatic);90.95;No;> 2 anos;Automatico;0.024341872598372324;No
3243-ZHOHY;No;16;One year;Mailed check;20.1;No;1-2 anos;Manual;0.07074838103672652;No
3258-SYSWS;Yes;72;Two year;Bank transfer (automatic);113.8;No;> 2 anos;Automatico;0.06766993001270684;No
4083-EUGRJ;No;9;Month-to-month;Mailed check;20.25;Yes;< 1 ano;Manual;0.2135341748978834;No
9451-WLYRI;No;53;One year;Credit card (automatic);19.05;No;> 2 anos;Automatico;0.014240782554310744;No
8219-VYBVI;No;39;Two year;Mailed check;25;No;> 2 anos;Manual;0.017803487220787603;No
0174-QRVVY;No;71;Two year;Credit card (automatic);25.35;No;> 2 anos;Automatico;0.004242219856049914;No
5699-BNCAS;Yes;71;Two year;Mailed check;24.65;No;> 2 anos;Manual;0.008980910734307675;No
8751-EDEKA;No;28;Month-to-month;Credit card (automatic);89.9;No;> 2 anos;Automatico;0.40347054853836806;Yes
6878-GGDWG;No;32;Month-to-month;Bank transfer (automatic);19.4;No;> 2 anos;Automatico;0.07807914107292127;No
1142-IHLOO;No;51;One year;Credit card (automatic);87.55;No;> 2 anos;Automatico;0.09239189909996662;No
6410-LEFEN;No;9;Month-to-month;Electronic check;45.15;Yes;< 1 ano;Manual;0.34988882664130716;Yes
1545-JFUML;No;71;Two year;Electronic check;99;No;> 2 anos;Manual;0.04308444017415421;No
9753-OYLBX;No;1;Month-to-month;Mailed check;20.5;No;< 1 ano;Manual;0.2658103927015949;Yes
6656-JWRQX;No;1;Month-to-month;Mailed check;30.55;No;< 1 ano;Manual;0.32304324681517693;Yes
6473-ULUHT;No;16;Month-to-month;Electronic check;84.9;No;1-2 anos;Manual;0.5565006141221837;Yes
3716-BDVDB;No;1;Month-to-month;Electronic check;69.1;Yes;< 1 ano;Manual;0.5792000000716115;Yes
7688-AWMDX;No;71;Two year;Bank transfer (automatic);54.5;No;> 2 anos;Automatico;0.00940180234666428;No
6849-OYAMU;No;19;One year;Bank transfer (automatic);100;Yes;1-2 anos;Automatico;0.3059617879916136;Yes
7159-FVYPK;No;3;Month-to-month;Bank transfer (automatic);69.15;No;< 1 ano;Automatico;0.47916105630018735;Yes
7032-LMBHI;No;37;One year;Bank transfer (automatic);64.65;No;> 2 anos;Automatico;0.08147540216228313;No
6088-BXMRG;No;32;Month-to-month;Electronic check;98.85;No;> 2 anos;Manual;0.5121239373563803;Yes
4818-QIUFN;Yes;20;Month-to-month;Electronic check;79.15;Yes;1-2 anos;Manual;0.5910953718894909;Yes
4227-OJHAL;No;68;One year;Credit card (automatic);73;No;> 2 anos;Automatico;0.03621130264160891;No
9537-JALFH;No;69;Two year;Bank transfer (automatic);19.9;No;> 2 anos;Automatico;0.003919153736657746;No
9209-NWPGU;No;44;One year;Electronic check;65.4;No;> 2 anos;Manual;0.09000277486182715;No
6961-VCPMC;Yes;46;Month-to-month;Electronic check;80.4;Yes;> 2 anos;Manual;0.3751756264691399;Yes
6688-UZPWD;No;11;Month-to-month;Electronic check;102;Yes;< 1 ano;Manual;0.7052495325201937;Yes
6823-SIDFQ;No;28;One year;Credit card (automatic);18.25;No;> 2 anos;Automatico;0.03287938673864994;No
1965-DDBWU;No;16;Month-to-month;Credit card (automatic);89.05;Yes;1-2 anos;Automatico;0.5017414179348609;Yes
9057-SIHCH;No;3;Month-to-month;Electronic check;96.6;Yes;< 1 ano;Manual;0.7320277749068614;Yes
2897-DOVND;No;2;Month-to-month;Electronic check;69.8;No;< 1 ano;Manual;0.5753255264064171;Yes
4950-BDEUX;No;35;Month-to-month;Electronic check;49.2;No;> 2 anos;Manual;0.1944799843145055;No
4806-HIPDW;No;1;Month-to-month;Electronic check;68.95;Yes;< 1 ano;Manual;0.578195069690484;Yes
4424-TKOPW;Yes;2;Month-to-month;Electronic check;93.85;Yes;< 1 ano;Manual;0.8028901936212045;Yes
2522-AHJXR;No;60;Month-to-month;Bank transfer (automatic);109.45;No;> 2 anos;Automatico;0.27340657769128063;Yes
4615-PIVVU;No;42;Two year;Credit card (automatic);66.5;No;> 2 anos;Automatico;0.0352499994175822;No
8885-QSQBX;No;1;Month-to-month;Bank transfer (automatic);49.55;No;< 1 ano;Automatico;0.36545483484293423;Yes
8617-ENBDS;No;3;Month-to-month;Credit card (automatic);73.6;No;< 1 ano;Automatico;0.5097180232925026;Yes
6674-KVJHG;No;11;One year;Electronic check;25.2;No;< 1 ano;Manual;0.09452922788317701;No
9351-HXDMR;No;72;Two year;Credit card (automatic);110.9;No;> 2 anos;Automatico;0.041379475913652056;No
3537-HPKQT;No;55;Month-to-month;Credit card (automatic);77.75;No;> 2 anos;Automatico;0.1580344024304485;No
5821-MMEIL;No;57;Two year;Bank transfer (automatic);19.9;No;> 2 anos;Automatico;0.005960605315914685;No
0684-AOSIH;No;1;Month-to-month;Electronic check;95;Yes;< 1 ano;Manual;0.7371472221822866;Yes
6968-URWQU;No;43;One year;Mailed check;56.35;No;> 2 anos;Manual;0.07397509024701926;No
9631-XEYKE;No;3;Month-to-month;Bank transfer (automatic);50.4;No;< 1 ano;Automatico;0.35465642332559744;Yes
1335-MXCSE;No;55;Two year;Credit card (automatic);55.25;No;> 2 anos;Automatico;0.01670828308504587;No
8800-JOOCF;No;12;Month-to-month;Electronic check;84.05;No;1-2 anos;Manual;0.5851774000214859;Yes
0064-YIJGF;No;27;Month-to-month;Bank transfer (automatic);75.75;No;> 2 anos;Automatico;0.3219686933817738;Yes
6598-RFFVI;No;2;One year;Credit card (automatic);19.3;Yes;< 1 ano;Automatico;0.08019473937697297;No
6712-OAWRH;Yes;26;Month-to-month;Electronic check;91.25;Yes;> 2 anos;Manual;0.6201808971614088;Yes
7973-DZRKH;No;66;Two year;Credit card (automatic);90.95;No;> 2 anos;Automatico;0.029879713846684985;No
5914-DVBWJ;Yes;18;Month-to-month;Electronic check;85.45;Yes;1-2 anos;Manual;0.6483597580334866;Yes
7698-YFGEZ;No;1;Month-to-month;Mailed check;20;No;< 1 ano;Manual;0.2631377095523521;Yes
8625-AZYZY;No;24;Month-to-month;Electronic check;104.65;Yes;> 2 anos;Manual;0.6198193260944956;Yes
2903-YYTBW;No;1;Month-to-month;Electronic check;44.55;No;< 1 ano;Manual;0.41214219458312135;Yes
8573-JGCZW;No;17;One year;Bank transfer (automatic);19.65;No;1-2 anos;Automatico;0.049417455417088044;No
9504-YAZWB;No;53;Two year;Mailed check;20.25;No;> 2 anos;Manual;0.00963668848319427;No
8819-ZBYNA;No;58;Two year;Credit card (automatic);109.1;No;> 2 anos;Automatico;0.06293797404901626;No
1833-VGRUM;Yes;1;Month-to-month;Electronic check;74.2;Yes;< 1 ano;Manual;0.7108691553363587;Yes
6137-NICCO;No;6;Month-to-month;Mailed check;94.05;No;< 1 ano;Manual;0.6962549008583945;Yes
6870-ECSHE;No;2;One year;Mailed check;20.45;No;< 1 ano;Manual;0.11164375863170413;No
7714-YXSMB;No;26;Month-to-month;Bank transfer (automatic);100.5;No;> 2 anos;Automatico;0.49261948718707543;Yes
1080-BWSYE;Yes;64;Two year;Credit card (automatic);25.65;No;> 2 anos;Automatico;0.008455800142862452;No
1194-HVAIF;No;27;Month-to-month;Credit card (automatic);95;No;> 2 anos;Automatico;0.4462657044686691;Yes
8439-LTUGF;No;10;Month-to-month;Credit card (automatic);20;No;< 1 ano;Automatico;0.15712486832383749;No
8805-JNRAZ;No;2;Month-to-month;Mailed check;49.2;No;< 1 ano;Manual;0.4347610149812048;Yes
5089-IFSDP;No;58;Two year;Bank transfer (automatic);109.45;Yes;> 2 anos;Automatico;0.0635075798864181;No
6710-HSJRD;No;61;Month-to-month;Electronic check;114.1;No;> 2 anos;Manual;0.3657022549122095;Yes
0840-DCNZE;No;47;One year;Bank transfer (automatic);86.95;No;> 2 anos;Automatico;0.10332524996117903;No
5854-KSRBJ;No;70;Two year;Mailed check;25.4;No;> 2 anos;Manual;0.006133194150891878;No
0365-BZUWY;No;17;Month-to-month;Electronic check;102.55;No;1-2 anos;Manual;0.6630379719475967;Yes
4817-VYYWS;No;30;Month-to-month;Electronic check;100.2;Yes;> 2 anos;Manual;0.5388779653592534;Yes
1357-BIJKI;No;50;One year;Electronic check;98.25;No;> 2 anos;Manual;0.1649852492770586;No
2403-BCASL;Yes;41;One year;Electronic check;111.95;Yes;> 2 anos;Manual;0.3800949921834948;Yes
7392-YYPYJ;No;22;Month-to-month;Electronic check;100.65;No;1-2 anos;Manual;0.6104229701854006;Yes
2898-LSJGD;No;21;One year;Electronic check;55.95;Yes;1-2 anos;Manual;0.14607874424124445;No
4090-KPJIP;No;3;Month-to-month;Electronic check;74.95;No;< 1 ano;Manual;0.6010919703769714;Yes
6086-ESGRL;No;1;Month-to-month;Credit card (automatic);80.15;Yes;< 1 ano;Automatico;0.5717729414500239;Yes
7995-ZHHNZ;No;42;One year;Credit card (automatic);56.1;No;> 2 anos;Automatico;0.05556813163584587;No
5816-SCGFC;Yes;7;Month-to-month;Mailed check;51.3;No;< 1 ano;Manual;0.514912684614397;Yes
2332-TODQS;No;48;One year;Credit card (automatic);25.05;No;> 2 anos;Automatico;0.019901318351351005;No
2773-OVBPK;No;67;Two year;Bank transfer (automatic);111.3;No;> 2 anos;Automatico;0.04944631450326195;No
5999-LCXAO;No;1;Month-to-month;Mailed check;29.9;No;< 1 ano;Manual;0.3191496391364142;Yes
8938-UMKPI;No;47;Month-to-month;Electronic check;106.4;Yes;> 2 anos;Manual;0.432731831891862;Yes
9938-ZREHM;No;37;One year;Mailed check;72.1;No;> 2 anos;Manual;0.13196375195072096;No
7950-XWOVN;No;11;Month-to-month;Mailed check;34.7;No;< 1 ano;Manual;0.27350593187567057;Yes
4390-KYULV;No;3;Month-to-month;Credit card (automatic);20.55;Yes;< 1 ano;Automatico;0.19483748471936163;No
8849-PRIQJ;No;67;One year;Electronic check;109.4;No;> 2 anos;Manual;0.12874363736291777;No
1304-NECVQ;Yes;2;Month-to-month;Electronic check;78.55;Yes;< 1 ano;Manual;0.7279071071776392;Yes
5396-IZEPB;No;9;Month-to-month;Credit card (automatic);19.7;No;< 1 ano;Automatico;0.16071613162682566;No
6629-LADHQ;No;2;Month-to-month;Mailed check;50.95;No;< 1 ano;Manual;0.4466132614661502;Yes
4537-CIBHB;No;9;One year;Mailed check;20.25;No;< 1 ano;Manual;0.089045798072878;No
4495-LHSSK;No;18;Month-to-month;Mailed check;57.65;No;1-2 anos;Manual;0.3561640193535472;Yes
9861-PDSZP;No;72;Two year;Credit card (automatic);108.05;No;> 2 anos;Automatico;0.03838213083229598;No
4587-VVTOX;No;6;Month-to-month;Electronic check;105.3;Yes;< 1 ano;Manual;0.7574343603925089;Yes
2019-HDCZY;No;63;Two year;Electronic check;102.6;No;> 2 anos;Manual;0.06176111490560229;No
4652-NNHNY;No;16;Month-to-month;Bank transfer (automatic);73.85;Yes;1-2 anos;Automatico;0.39874105208359634;Yes
8788-DOXSU;No;59;One year;Bank transfer (automatic);61.35;No;> 2 anos;Automatico;0.03606785124625198;No
3274-NSDWE;No;68;Two year;Credit card (automatic);19.6;No;> 2 anos;Automatico;0.0040254539128908185;No
8915-NNTRC;No;72;Two year;Credit card (automatic);107.7;No;> 2 anos;Automatico;0.03802872662602742;No
8515-OCTJS;No;25;Two year;Credit card (automatic);24.75;Yes;> 2 anos;Automatico;0.020638595921385554;No
3441-CGZJH;No;43;One year;Credit card (automatic);60.4;No;> 2 anos;Automatico;0.06009078645002669;No
4778-IZARL;No;63;Two year;Credit card (automatic);110.1;No;> 2 anos;Automatico;0.05474946064160775;No
7008-LZVOZ;No;66;Two year;Credit card (automatic);25.3;No;> 2 anos;Automatico;0.005045352261592761;No
8868-WOZGU;No;28;Month-to-month;Electronic check;105.7;Yes;> 2 anos;Manual;0.5931939739874521;Yes
9365-CSLBQ;No;71;Two year;Mailed check;24.35;No;> 2 anos;Manual;0.005755354391819503;No
1334-FJSVR;No;1;Month-to-month;Electronic check;24.25;Yes;< 1 ano;Manual;0.28639896345982163;Yes
5884-FBCTL;No;72;Two year;Bank transfer (automatic);25.1;No;> 2 anos;Automatico;0.0040685190442970925;No
1073-XXCZD;No;55;Two year;Bank transfer (automatic);25.7;No;> 2 anos;Automatico;0.007487515428271781;No
0743-HRVFF;No;51;One year;Electronic check;56.15;No;> 2 anos;Manual;0.056595424338816765;No
6689-KXGBO;No;1;Month-to-month;Electronic check;50.55;Yes;< 1 ano;Manual;0.45258210207718397;Yes
3657-COGMW;Yes;52;Month-to-month;Credit card (automatic);108.1;No;> 2 anos;Automatico;0.4271157840634231;Yes
8570-KLJYJ;No;36;One year;Mailed check;54.45;No;> 2 anos;Manual;0.08837848406325025;No
9473-CBZOP;No;28;One year;Mailed check;59;No;> 2 anos;Manual;0.12700883344342265;No
4334-HOWRP;Yes;72;Two year;Credit card (automatic);64.95;No;> 2 anos;Automatico;0.01860784320225611;No
0266-GMEAO;No;72;Two year;Credit card (automatic);114.3;No;> 2 anos;Automatico;0.04524847954744851;No
5590-YRFJT;No;20;Month-to-month;Electronic check;24.45;Yes;1-2 anos;Manual;0.17156494236555833;No
8309-PPCED;No;72;Two year;Bank transfer (automatic);110.45;No;> 2 anos;Automatico;0.04089174305938597;No
4608-LCIMN;No;8;Month-to-month;Bank transfer (automatic);44.65;No;< 1 ano;Automatico;0.2824788772191591;Yes
1485-YDHMM;No;52;Month-to-month;Bank transfer (automatic);93.25;No;> 2 anos;Automatico;0.24201450599405333;No
3677-TNKIO;No;14;Month-to-month;Credit card (automatic);71;Yes;1-2 anos;Automatico;0.39680305175452557;Yes
6199-IWKGC;Yes;46;One year;Electronic check;100.25;No;> 2 anos;Manual;0.27166137692208003;Yes
9667-EQRXU;Yes;30;Month-to-month;Electronic check;40.3;Yes;> 2 anos;Manual;0.25918999328803194;No
9522-BNTHX;Yes;34;Month-to-month;Electronic check;56.25;No;> 2 anos;Manual;0.3203108204298619;Yes
3329-WDIOK;No;3;Month-to-month;Electronic check;50.6;Yes;< 1 ano;Manual;0.43558643452954;Yes
7980-MHFLQ;No;72;Two year;Mailed check;24.9;No;> 2 anos;Manual;0.005642039720453355;No
1629-DQQVB;No;14;Month-to-month;Bank transfer (automatic);50.1;No;1-2 anos;Automatico;0.27029772404903013;Yes
0374-AACSZ;No;1;Month-to-month;Electronic check;50.15;No;< 1 ano;Manual;0.4498603726758418;Yes
3423-HHXAO;No;14;One year;Mailed check;19.5;No;1-2 anos;Manual;0.07436376094592279;No
1325-USMEC;No;70;Two year;Credit card (automatic);99.35;No;> 2 anos;Automatico;0.03261365530774778;No
0916-QOFDP;Yes;14;Month-to-month;Electronic check;95.8;No;1-2 anos;Manual;0.7382114061970158;Yes
0628-CNQRM;No;22;One year;Bank transfer (automatic);67.5;Yes;1-2 anos;Automatico;0.13973799109425233;No
5606-AMZBO;No;10;Month-to-month;Credit card (automatic);78.15;No;< 1 ano;Automatico;0.479541352509815;Yes
6199-IPCAO;No;29;Two year;Mailed check;26.1;No;> 2 anos;Manual;0.025855229687365703;No
0112-QWPNC;No;49;One year;Electronic check;84.35;Yes;> 2 anos;Manual;0.12255680056867425;No
5640-CAXOA;No;30;One year;Credit card (automatic);40.35;No;> 2 anos;Automatico;0.054970556085950265;No
2235-EZAIK;No;72;Two year;Credit card (automatic);79.2;No;> 2 anos;Automatico;0.01774423189785649;No
0670-KDOMA;No;1;Month-to-month;Mailed check;20.25;No;< 1 ano;Manual;0.2644718889174338;Yes
2476-YGEFM;No;29;Month-to-month;Credit card (automatic);76;No;> 2 anos;Automatico;0.3082967865734287;Yes
6624-JDRDS;No;6;Month-to-month;Bank transfer (automatic);29.45;No;< 1 ano;Automatico;0.21760927044141956;No
0608-JDVEC;No;50;Two year;Electronic check;19.8;No;> 2 anos;Manual;0.010565674929278051;No
2190-PHBHR;No;72;Two year;Credit card (automatic);94.45;No;> 2 anos;Automatico;0.026733561984158362;No
3982-JGSFD;No;36;One year;Credit card (automatic);20.35;No;> 2 anos;Automatico;0.026476350765231433;No
7247-XOZPB;No;53;One year;Bank transfer (automatic);77.4;No;> 2 anos;Automatico;0.06698773542482357;No
4826-TZEVA;No;40;Month-to-month;Credit card (automatic);74.8;No;> 2 anos;Automatico;0.2266535848582414;No
3452-GWUIN;Yes;19;Month-to-month;Electronic check;94.95;No;1-2 anos;Manual;0.6979962470056116;Yes
4628-CTTLA;No;57;Month-to-month;Electronic check;39.3;Yes;> 2 anos;Manual;0.07830008833083422;No
4439-YRNVD;No;10;Month-to-month;Electronic check;36.25;No;< 1 ano;Manual;0.2892144322864744;Yes
2876-VBBBL;No;1;Month-to-month;Mailed check;20.25;Yes;< 1 ano;Manual;0.2644718889174338;Yes
2208-UGTGR;No;56;Month-to-month;Electronic check;98.6;No;> 2 anos;Manual;0.3097987723698315;Yes
3005-TYFRD;No;55;Month-to-month;Credit card (automatic);103.65;No;> 2 anos;Automatico;0.2766333860366455;Yes
8670-MEFCP;No;36;Two year;Credit card (automatic);92.9;No;> 2 anos;Automatico;0.08523252900824772;No
3079-BCHLN;No;47;One year;Bank transfer (automatic);19.9;No;> 2 anos;Automatico;0.017928521585498094;No
7777-UNYHB;No;12;Month-to-month;Credit card (automatic);20.1;No;1-2 anos;Automatico;0.14839378875815384;No
7278-CKDNC;Yes;24;Month-to-month;Electronic check;80.5;No;> 2 anos;Manual;0.5659000453355831;Yes
2748-MYRVK;No;63;One year;Bank transfer (automatic);99.9;Yes;> 2 anos;Automatico;0.08574302745855927;No
7181-OQCUT;No;21;Month-to-month;Mailed check;103.85;No;1-2 anos;Manual;0.6392557344628369;Yes
8474-UMLNT;No;13;Month-to-month;Bank transfer (automatic);67.8;No;1-2 anos;Automatico;0.384231977188495;Yes
2649-HWLYB;No;65;Two year;Bank transfer (automatic);76.15;No;> 2 anos;Automatico;0.020799334603727987;No
5214-CHIWJ;No;27;One year;Mailed check;20.3;No;> 2 anos;Manual;0.049454185067328335;No
6904-JLBGY;Yes;72;Two year;Credit card (automatic);117.35;No;> 2 anos;Automatico;0.07409010652255117;No
8874-EJNSR;No;39;Two year;Mailed check;25.2;No;> 2 anos;Manual;0.017899844392029216;No
9741-YLNTD;No;6;Month-to-month;Bank transfer (automatic);87.95;No;< 1 ano;Automatico;0.5812391139901169;Yes
1194-BHJYC;No;61;Two year;Mailed check;62.15;No;> 2 anos;Manual;0.022708908679794523;No
3663-MITLP;No;15;Month-to-month;Electronic check;101.25;Yes;1-2 anos;Manual;0.6707025055293048;Yes
1905-OEILC;No;1;Month-to-month;Mailed check;19.5;No;< 1 ano;Manual;0.2604823654326082;No
7858-GTZSP;No;12;Month-to-month;Electronic check;86.55;No;1-2 anos;Manual;0.6017498076811217;Yes
3285-UCQVC;No;37;Month-to-month;Credit card (automatic);28.6;Yes;> 2 anos;Automatico;0.08382376117270332;No
4902-OHLSK;Yes;29;Month-to-month;Electronic check;98.65;Yes;> 2 anos;Manual;0.6429802617298784;Yes
7103-ZGVNT;No;69;One year;Credit card (automatic);73.7;No;> 2 anos;Automatico;0.03566125314947454;No
3737-GCSPV;No;11;Month-to-month;Credit card (automatic);96.2;Yes;< 1 ano;Automatico;0.5936322322531864;Yes
4291-YZODP;No;7;One year;Mailed check;20.05;No;< 1 ano;Manual;0.09443793820056676;No
0017-IUDMW;No;72;Two year;Credit card (automatic);116.8;No;> 2 anos;Automatico;0.04831073368598434;No
5797-APWZC;No;1;Month-to-month;Electronic check;90.6;Yes;< 1 ano;Manual;0.7130587658625578;Yes
4228-ZGYUW;No;4;Month-to-month;Electronic check;90.05;Yes;< 1 ano;Manual;0.6877961242028611;Yes
8107-KNCIM;Yes;14;Month-to-month;Electronic check;75.1;No;1-2 anos;Manual;0.6148818229470641;Yes
4644-OBGFZ;No;55;One year;Mailed check;19.5;No;> 2 anos;Manual;0.018686001259686877;No
6480-YAGIY;No;45;One year;Credit card (automatic);112.2;No;> 2 anos;Automatico;0.1983331868747416;No
5345-BMKWB;No;8;Month-to-month;Mailed check;20.25;No;< 1 ano;Manual;0.21949014081679538;No
5457-COLHT;No;69;Two year;Bank transfer (automatic);80.65;No;> 2 anos;Automatico;0.020460029022486323;No
